Property_ID,Full_Address,Suburb,Postcode,Property_Type,Beds,Baths,Car_Spaces,Land_Size_sqm,Raw_Price,Numeric_Price,Latitude,Longitude,URL,Last_Updated
2019918334,"47 Melbourne Road, GISBORNE VIC 3437",GISBORNE,3437,House,4,2,6,25100.0,"$1,995,000 - $2,150,000",2072500.0,-37.493595,144.60538,https://www.domain.com.au/47-melbourne-road-gisborne-vic-3437-2019918334,2026-03-09
2020078719,"1/24 Magnet Lane, NEW GISBORNE VIC 3438",NEW GISBORNE,3438,House,5,3,2,1.01,"$1,495,000",1495000.0,-37.473473,144.60188,https://www.domain.com.au/1-24-magnet-lane-new-gisborne-vic-3438-2020078719,2026-03-09
2020134073,"225 McGeorge Road, GISBORNE VIC 3437",GISBORNE,3437,House,5,3,4,53000.0,"$4,000,000 - $4,300,000",4150000.0,-37.519123,144.60765,https://www.domain.com.au/225-mcgeorge-road-gisborne-vic-3437-2020134073,2026-03-09
2020333125,"210 Brooking Road, GISBORNE VIC 3437",GISBORNE,3437,House,4,2,4,42700.0,"$2,950,000 - $3,200,000",3075000.0,-37.512184,144.61536,https://www.domain.com.au/210-brooking-road-gisborne-vic-3437-2020333125,2026-03-09
2020363237,"18 Joseph Avenue, NEW GISBORNE VIC 3438",NEW GISBORNE,3438,House,4,2,2,8000.0,"$1,500,000 - $1,600,000",1550000.0,-37.474495,144.60815,https://www.domain.com.au/18-joseph-avenue-new-gisborne-vic-3438-2020363237,2026-03-09
2020366503,"10 Macedon Close, NEW GISBORNE VIC 3438",NEW GISBORNE,3438,House,5,3,6,2.2,"1,680,000",1680000.0,-37.474358,144.63097,https://www.domain.com.au/10-macedon-close-new-gisborne-vic-3438-2020366503,2026-03-09
2020477991,"107 Stokes Lane East, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,House,5,3,8,247900.0,"$2,500,000 - $2,750,000",2625000.0,-37.475426,144.71284,https://www.domain.com.au/107-stokes-lane-east-riddells-creek-vic-3431-2020477991,2026-03-09
2020495814,"151 Wheelwrights Road, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,House,3,1,6,65963.0,"Private sale $1,780,000",1780000.0,-37.458004,144.65138,https://www.domain.com.au/151-wheelwrights-road-riddells-creek-vic-3431-2020495814,2026-03-09
2020508079,"35 Magnet Lane, NEW GISBORNE VIC 3438",NEW GISBORNE,3438,House,5,3,3,6179.0,"$1,850,000-$2,035,000",1942500.0,-37.474102,144.60199,https://www.domain.com.au/35-magnet-lane-new-gisborne-vic-3438-2020508079,2026-03-09
2020515722,"9 Wattle Grove, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,House,4,2,2,900.0,"$1,150,000",1150000.0,-37.461742,144.6914,https://www.domain.com.au/9-wattle-grove-riddells-creek-vic-3431-2020515722,2026-03-09
2020547297,"20 Hurst Street, GISBORNE VIC 3437",GISBORNE,3437,House,4,3,2,1050.0,"$1,320,000",1320000.0,-37.50697,144.60245,https://www.domain.com.au/20-hurst-street-gisborne-vic-3437-2020547297,2026-03-09
2020551530,"10 Rivergum Road, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,House,5,2,2,4433.0,"$1,450,000 - $1,595,000",1522500.0,-37.46508,144.66908,https://www.domain.com.au/10-rivergum-road-riddells-creek-vic-3431-2020551530,2026-03-09
2020590509,"6 Jacksons Creek Way, GISBORNE VIC 3437",GISBORNE,3437,House,3,2,3,2063.0,"$1,300,000 to $1,400,000",1350000.0,-37.484615,144.60085,https://www.domain.com.au/6-jacksons-creek-way-gisborne-vic-3437-2020590509,2026-03-09
2020617313,"2 Sansom Street, GISBORNE VIC 3437",GISBORNE,3437,House,4,3,3,1102.0,"$700,000 - $750,000",725000.0,-37.49594,144.60085,https://www.domain.com.au/2-sansom-street-gisborne-vic-3437-2020617313,2026-03-09
2020623304,"8 Eucalypt Court, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,House,4,2,3,943.0,"$890,000 - $940,000",915000.0,-37.45667,144.68042,https://www.domain.com.au/8-eucalypt-court-riddells-creek-vic-3431-2020623304,2026-03-09
2020630824,"285 Mount Eliza Road, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,House,4,2,2,44.52,"$3,250,000",3250000.0,-37.40444,144.71002,https://www.domain.com.au/285-mount-eliza-road-riddells-creek-vic-3431-2020630824,2026-03-09
2020632822,"13 Jacksons Creek Way, GISBORNE VIC 3437",GISBORNE,3437,House,5,2,2,1491.0,"$1,050,000 - $1,150,000",1100000.0,-37.485897,144.60066,https://www.domain.com.au/13-jacksons-creek-way-gisborne-vic-3437-2020632822,2026-03-09
2020638749,"54 Joseph Avenue, NEW GISBORNE VIC 3438",NEW GISBORNE,3438,House,6,3,6,6393.0,"$1,695,000 - $1,795,000",1745000.0,-37.476162,144.61052,https://www.domain.com.au/54-joseph-avenue-new-gisborne-vic-3438-2020638749,2026-03-09
2020658977,"3 Parkview Terrace, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,House,4,2,2,950.0,"$995,000 - $1,090,000",1042500.0,-37.459503,144.69185,https://www.domain.com.au/3-parkview-terrace-riddells-creek-vic-3431-2020658977,2026-03-09
2020661318,"9 Willowbank Road, GISBORNE VIC 3437",GISBORNE,3437,House,4,2,3,1514.0,"$2,000,000-$2,200,000",2100000.0,-37.50246,144.61046,https://www.domain.com.au/9-willowbank-road-gisborne-vic-3437-2020661318,2026-03-09
2018942143,"490 Settlement Road, SUNBURY VIC 3429",SUNBURY,3429,Acreage / Semi-Rural,4,3,4,213.67,"$6,950,000",6950000.0,-37.50604,144.72939,https://www.domain.com.au/490-settlement-road-sunbury-vic-3429-2018942143,2026-03-09
2019588895,"13 Kumbari Court, NEW GISBORNE VIC 3438",NEW GISBORNE,3438,House,4,3,4,8316.0,"$1,895,000 - $1,950,000",1922500.0,-37.477947,144.60751,https://www.domain.com.au/13-kumbari-court-new-gisborne-vic-3438-2019588895,2026-03-09
2020176387,"22 Fersfield Road, GISBORNE VIC 3437",GISBORNE,3437,House,4,2,2,3983.0,"$1,595,000 - $1,650,000",1622500.0,-37.497475,144.60292,https://www.domain.com.au/22-fersfield-road-gisborne-vic-3437-2020176387,2026-03-09
2020181785,"9 Cotton Circuit, GISBORNE VIC 3437",GISBORNE,3437,House,4,2,2,544.0,"$1,050,000 - $1,095,000",1072500.0,-37.502983,144.61052,https://www.domain.com.au/9-cotton-circuit-gisborne-vic-3437-2020181785,2026-03-09
2020203927,"64 Whittakers Lane, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,House,4,2,3,8839.0,"$2,000,000 - $2,200,000",2100000.0,-37.45681,144.67479,https://www.domain.com.au/64-whittakers-lane-riddells-creek-vic-3431-2020203927,2026-03-09
2020302817,"13 Gardiner Street, GISBORNE VIC 3437",GISBORNE,3437,House,4,2,2,936.0,"$805,000 - $850,000",827500.0,-37.495728,144.60017,https://www.domain.com.au/13-gardiner-street-gisborne-vic-3437-2020302817,2026-03-09
2020309515,"23 Chessy Park Drive, NEW GISBORNE VIC 3438",NEW GISBORNE,3438,House,4,2,4,2000.0,"$1,350,000 - $1,395,000",1372500.0,-37.46514,144.60106,https://www.domain.com.au/23-chessy-park-drive-new-gisborne-vic-3438-2020309515,2026-03-09
2020312508,"5 Lauren Court, GISBORNE VIC 3437",GISBORNE,3437,House,4,2,2,1902.0,"$1,050,000 - $1,150,000",1100000.0,-37.498905,144.60057,https://www.domain.com.au/5-lauren-court-gisborne-vic-3437-2020312508,2026-03-09
2020357538,"30 View Bank Lane, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,House,4,2,2,56655.0,Expression of Interest close - 31st March 3:00pm,17.0,-37.49304,144.67987,https://www.domain.com.au/30-view-bank-lane-riddells-creek-vic-3431-2020357538,2026-03-09
2020370462,"52 Williams Lane, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,House,3,3,3,33400.0,"$3,000,000 - $3,300,000",3150000.0,-37.462578,144.6604,https://www.domain.com.au/52-williams-lane-riddells-creek-vic-3431-2020370462,2026-03-09
2020370703,"104 Royal Parade, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,House,3,2,2,4301.0,"$1,650,000 - $1,800,000",1725000.0,-37.450497,144.66287,https://www.domain.com.au/104-royal-parade-riddells-creek-vic-3431-2020370703,2026-03-09
2020386958,"90 Royal Parade, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,House,4,3,5,18332.0,PRIVATE INSPECTIONS AVAILABLE UPON REQUEST,,-37.45152,144.66264,https://www.domain.com.au/90-royal-parade-riddells-creek-vic-3431-2020386958,2026-03-09
2020426002,"125 McGeorge Road, GISBORNE VIC 3437",GISBORNE,3437,House,5,2,1,43800.0,"$1,600,000 - $1,700,000",1650000.0,-37.528767,144.60555,https://www.domain.com.au/125-mcgeorge-road-gisborne-vic-3437-2020426002,2026-03-09
2020436309,"163 Main Road, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,House,3,1,0,49100.0,CONTACT AGENT!,,-37.454338,144.68813,https://www.domain.com.au/163-main-road-riddells-creek-vic-3431-2020436309,2026-03-09
2020510319,"31 Murray Road, GISBORNE VIC 3437",GISBORNE,3437,Specialist Farm,4,2,2,59.21,Under Contract!,,-37.489014,144.6507,https://www.domain.com.au/31-murray-road-gisborne-vic-3437-2020510319,2026-03-09
2020561643,"178 Peters Road, GISBORNE VIC 3437",GISBORNE,3437,Rural,4,2,6,28.63,"$1,795,000 - $1,850,000",1822500.0,-37.49273,144.63959,https://www.domain.com.au/178-peters-road-gisborne-vic-3437-2020561643,2026-03-09
2020592168,"114 Emmeline Drive, GISBORNE VIC 3437",GISBORNE,3437,House,3,2,3,2.51,"$1,675,000 - $1,750,000",1712500.0,-37.49569,144.61221,https://www.domain.com.au/114-emmeline-drive-gisborne-vic-3437-2020592168,2026-03-09
2020594165,"133 Shannons Road, MOUNT MACEDON VIC 3441",MOUNT MACEDON,3441,House,6,3,6,39000.0,"$2,195,000- $2,295,000",2245000.0,-37.418964,144.63191,https://www.domain.com.au/133-shannons-road-mount-macedon-vic-3441-2020594165,2026-03-09
2020621895,"37 Cotton Circuit, GISBORNE VIC 3437",GISBORNE,3437,House,4,3,2,1004.0,"$1,150,000 -$1,225,000",1187500.0,-37.50499,144.61255,https://www.domain.com.au/37-cotton-circuit-gisborne-vic-3437-2020621895,2026-03-09
2020623274,"20 Tullamore Street, GISBORNE VIC 3437",GISBORNE,3437,New House & Land,4,2,2,576.0,"$834,890",834890.0,-37.511013,144.61317,https://www.domain.com.au/20-tullamore-street-gisborne-vic-3437-2020623274,2026-03-09
2018923498,"Lot 2/10 Butters Close, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,Vacant land,0,0,0,2008.0,"$590,000",590000.0,-37.46208,144.66801,https://www.domain.com.au/lot-2-10-butters-close-riddells-creek-vic-3431-2018923498,2026-03-09
2020285048,"417 - 419 Sutherlands Road, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,Rural,6,2,8,56.66,Contact Agent,,-37.451603,144.72101,https://www.domain.com.au/417-419-sutherlands-road-riddells-creek-vic-3431-2020285048,2026-03-09
2020338062,"355 McGeorge Road, GISBORNE VIC 3437",GISBORNE,3437,House,4,2,2,840.0,"$1,120,000 - $1,170,000",1145000.0,-37.506496,144.6086,https://www.domain.com.au/355-mcgeorge-road-gisborne-vic-3437-2020338062,2026-03-09
2020352839,"6 Zig Zag Road, MOUNT MACEDON VIC 3441",MOUNT MACEDON,3441,Vacant land,0,0,0,12.14,"$1,950,000",1950000.0,-37.403423,144.60553,https://www.domain.com.au/6-zig-zag-road-mount-macedon-vic-3441-2020352839,2026-03-09
2020377535,"14 May Drive, GISBORNE VIC 3437",GISBORNE,3437,House,4,2,2,400.0,"$850,000 - $870,000",860000.0,-37.50407,144.61076,https://www.domain.com.au/14-may-drive-gisborne-vic-3437-2020377535,2026-03-09
2020430680,"9 Welsh Road, GISBORNE VIC 3437",GISBORNE,3437,Acreage / Semi-Rural,3,2,2,4.45,"$1,750,000",1750000.0,-37.52478,144.61627,https://www.domain.com.au/9-welsh-road-gisborne-vic-3437-2020430680,2026-03-09
2020440487,"10 Misty View Court, GISBORNE VIC 3437",GISBORNE,3437,Vacant land,0,0,0,10300.0,"$890,000 - $979,000",934500.0,-37.499546,144.63515,https://www.domain.com.au/10-misty-view-court-gisborne-vic-3437-2020440487,2026-03-09
2020454841,"14 Lindquist Drive, GISBORNE VIC 3437",GISBORNE,3437,House,4,3,2,576.0,"$1,020,000 - $1,070,000",1045000.0,-37.50675,144.6097,https://www.domain.com.au/14-lindquist-drive-gisborne-vic-3437-2020454841,2026-03-09
2020467201,"22 Vancleve Crescent, GISBORNE VIC 3437",GISBORNE,3437,House,4,2,2,765.0,"$995,000",995000.0,-37.50249,144.60234,https://www.domain.com.au/22-vancleve-crescent-gisborne-vic-3437-2020467201,2026-03-09
2020467603,"5 Richey Promenade, GISBORNE VIC 3437",GISBORNE,3437,Vacant land,0,0,0,839.0,"$675,000",675000.0,-37.505913,144.60797,https://www.domain.com.au/5-richey-promenade-gisborne-vic-3437-2020467603,2026-03-09
2020475538,"42 Hanrahan Street, GISBORNE VIC 3437",GISBORNE,3437,House,4,2,2,504.0,"$890,000 - $920,000",905000.0,-37.508278,144.61346,https://www.domain.com.au/42-hanrahan-street-gisborne-vic-3437-2020475538,2026-03-09
2020495809,"Saunders Rise, NEW GISBORNE VIC 3438",NEW GISBORNE,3438,Vacant land,0,0,0,6000.0,"$895,000",895000.0,-37.47242,144.60834,https://www.domain.com.au/saunders-rise-new-gisborne-vic-3438-2020495809,2026-03-09
2020523762,"Dalk Drive, GISBORNE VIC 3437",GISBORNE,3437,Vacant land,0,0,0,1960.0,"$839,000.00",419500.0,-37.509163,144.61298,https://www.domain.com.au/dalk-drive-gisborne-vic-3437-2020523762,2026-03-09
2020534967,"Lot 112 Prince Alfred Street, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,Vacant land,0,0,0,8190.0,"$80,000 - $88,000",84000.0,-37.44009,144.65982,https://www.domain.com.au/lot-112-prince-alfred-street-riddells-creek-vic-3431-2020534967,2026-03-09
2020537196,"44 & 46 Tasman Road, GISBORNE VIC 3437",GISBORNE,3437,Vacant land,0,0,0,991.0,"$560,000 - $590,000",575000.0,-37.506252,144.60503,https://www.domain.com.au/44-46-tasman-road-gisborne-vic-3437-2020537196,2026-03-09
2020561266,"159 Main Road, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,Vacant land,0,0,0,2675.0,"$1,200,000",1200000.0,-37.455456,144.68683,https://www.domain.com.au/159-main-road-riddells-creek-vic-3431-2020561266,2026-03-09
2020562390,"106 (lot 9) Rockglen Way, GISBORNE VIC 3437",GISBORNE,3437,Vacant land,0,0,0,20100.0,"$1,250,000",1250000.0,-37.51073,144.63062,https://www.domain.com.au/106-lot-9-rockglen-way-gisborne-vic-3437-2020562390,2026-03-09
2020599315,"22 Willowbank Road, GISBORNE VIC 3437",GISBORNE,3437,Vacant land,0,0,0,3001.0,"$895,000 - $920,000",907500.0,-37.50185,144.60811,https://www.domain.com.au/22-willowbank-road-gisborne-vic-3437-2020599315,2026-03-09
2020632626,"84 Payne Road, NEW GISBORNE VIC 3438",NEW GISBORNE,3438,Acreage / Semi-Rural,4,2,0,6.6,PRIVATE SALE | EXPRESSION OF INTEREST,,-37.46419,144.61176,https://www.domain.com.au/84-payne-road-new-gisborne-vic-3438-2020632626,2026-03-09
2020657033,"3 Leahy Circuit, GISBORNE VIC 3437",GISBORNE,3437,Vacant land,0,0,0,512.0,"$1,130,000 - $1,190,000",1160000.0,-37.509396,144.61084,https://www.domain.com.au/3-leahy-circuit-gisborne-vic-3437-2020657033,2026-03-09
2017665188,", RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,House,3,1,1,50.59,Contact Agent,,-37.452545,144.67532,https://www.domain.com.au/riddells-creek-vic-3431-2017665188,2026-03-09
2018173770,"Settlement Road, SUNBURY VIC 3429",SUNBURY,3429,Vacant land,0,0,0,121405.0,Contact Agent !!,,-37.508038,144.72577,https://www.domain.com.au/settlement-road-sunbury-vic-3429-2018173770,2026-03-09
2018563734,"7 Kilteely Street, GISBORNE VIC 3437",GISBORNE,3437,New House & Land,4,2,2,800.0,"From $1,232,972",1232972.0,-37.506474,144.61203,https://www.domain.com.au/7-kilteely-street-gisborne-vic-3437-2018563734,2026-03-09
2019391495,"465 Hamilton Road, NEW GISBORNE VIC 3438",NEW GISBORNE,3438,Vacant land,0,0,0,373403.0,"$1,850,000 - $1,950,000",1900000.0,-37.460045,144.6341,https://www.domain.com.au/465-hamilton-road-new-gisborne-vic-3438-2019391495,2026-03-09
2019446780,"Lot 1104 Noah Street, GISBORNE VIC 3437",GISBORNE,3437,New Home Designs,4,2,2,0.0,"$785,633",785633.0,-37.510086,144.61333,https://www.domain.com.au/lot-1104-noah-street-gisborne-vic-3437-2019446780,2026-03-09
2019569171,"64 Willowbank Road, GISBORNE VIC 3437",GISBORNE,3437,Vacant land,0,0,0,0.0,"$505,000 - $550,000",527500.0,-37.501186,144.60248,https://www.domain.com.au/64-willowbank-road-gisborne-vic-3437-2019569171,2026-03-09
2019627016,"1545 Dalk Drive, GISBORNE VIC 3437",GISBORNE,3437,House,5,3,2,0.0,Contact Agent,,-37.509163,144.61298,https://www.domain.com.au/1545-dalk-drive-gisborne-vic-3437-2019627016,2026-03-09
2019712866,"250 Hamilton Road, NEW GISBORNE VIC 3438",NEW GISBORNE,3438,Rural,5,3,4,5.34,Contact Agent,,-37.45846,144.60849,https://www.domain.com.au/250-hamilton-road-new-gisborne-vic-3438-2019712866,2026-03-09
2019823381,"12 Wilson Place, GISBORNE VIC 3437",GISBORNE,3437,House,5,2,5,2171.0,"$1,675,000 - $1,725,000",1700000.0,-37.496902,144.60767,https://www.domain.com.au/12-wilson-place-gisborne-vic-3437-2019823381,2026-03-09
2020014950,"1545 Dalk Drive, GISBORNE VIC 3437",GISBORNE,3437,House,5,3,2,0.0,"$1,481,743.00",740871.5,-37.509163,144.61298,https://www.domain.com.au/1545-dalk-drive-gisborne-vic-3437-2020014950,2026-03-09
2020014967,"1545 Dalk Drive, GISBORNE VIC 3437",GISBORNE,3437,House,4,3,2,0.0,"$1,361,067.00",680533.5,-37.509163,144.61298,https://www.domain.com.au/1545-dalk-drive-gisborne-vic-3437-2020014967,2026-03-09
2020171621,"27 Gordon Boulevard, GISBORNE VIC 3437",GISBORNE,3437,House,4,2,2,738.0,"$1,025,000 to $1,095,000",1060000.0,-37.507618,144.60097,https://www.domain.com.au/27-gordon-boulevard-gisborne-vic-3437-2020171621,2026-03-09
2020173751,"29 Melbourne Road, GISBORNE VIC 3437",GISBORNE,3437,Vacant land,1,1,0,38.3,"$2,000,000 - $2,100,000",2050000.0,-37.49303,144.60146,https://www.domain.com.au/29-melbourne-road-gisborne-vic-3437-2020173751,2026-03-09
2020182054,"8 McCluskey Street, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,Vacant land,0,0,0,2000.0,"$550,000- $590,000",570000.0,-37.462196,144.66875,https://www.domain.com.au/8-mccluskey-street-riddells-creek-vic-3431-2020182054,2026-03-09
2020182061,"10 McCluskey Street, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,Vacant land,0,0,0,2010.0,"$520,000- $560,000",540000.0,-37.462196,144.6691,https://www.domain.com.au/10-mccluskey-street-riddells-creek-vic-3431-2020182061,2026-03-09
2020283438,"32 Buckland Boulevard, GISBORNE VIC 3437",GISBORNE,3437,Vacant land,0,0,0,674.0,"$575,000 - $595,000",585000.0,-37.50606,144.60588,https://www.domain.com.au/32-buckland-boulevard-gisborne-vic-3437-2020283438,2026-03-09
2020612610,"19 Gyro Court, GISBORNE VIC 3437",GISBORNE,3437,House,5,4,2,4.19,"$3,300,000 - $3,600,000",3450000.0,-37.521526,144.61443,https://www.domain.com.au/19-gyro-court-gisborne-vic-3437-2020612610,2026-03-09
2020620891,"18 Noah Street, GISBORNE VIC 3437",GISBORNE,3437,House,5,4,2,654.0,"$1,195,000 -$1,295,000",1245000.0,-37.51024,144.61356,https://www.domain.com.au/18-noah-street-gisborne-vic-3437-2020620891,2026-03-09
2020629882,"25 Dalray Crescent, NEW GISBORNE VIC 3438",NEW GISBORNE,3438,House,4,2,2,984.0,"$895,000 - $950,000",922500.0,-37.465576,144.60194,https://www.domain.com.au/25-dalray-crescent-new-gisborne-vic-3438-2020629882,2026-03-09
2020659198,"20 Outlook Way, GISBORNE VIC 3437",GISBORNE,3437,Vacant land,0,0,0,4.07,"$1,100,000 - $1,200,000",1150000.0,-37.50119,144.62303,https://www.domain.com.au/20-outlook-way-gisborne-vic-3437-2020659198,2026-03-09
2019895418,"2 Campbell Road, GISBORNE VIC 3437",GISBORNE,3437,Vacant land,0,0,0,890308.0,Contact Agent,,-37.476543,144.63719,https://www.domain.com.au/2-campbell-road-gisborne-vic-3437-2019895418,2026-03-09
2020047928,"300 Dalrymple Road, SUNBURY VIC 3429",SUNBURY,3429,Vacant land,0,0,0,1007667.0,Contact Agent,,-37.52022,144.64612,https://www.domain.com.au/300-dalrymple-road-sunbury-vic-3429-2020047928,2026-03-09
2020110287,"194 McGeorge Road, GISBORNE VIC 3437",GISBORNE,3437,Vacant land,0,0,0,40468.0,Contact Agent,,-37.52407,144.608,https://www.domain.com.au/194-mcgeorge-road-gisborne-vic-3437-2020110287,2026-03-09
2020113784,"96 Barringo Road, NEW GISBORNE VIC 3438",NEW GISBORNE,3438,Acreage / Semi-Rural,4,2,2,24.28,Contact Agent,,-37.450996,144.60283,https://www.domain.com.au/96-barringo-road-new-gisborne-vic-3438-2020113784,2026-03-09
2020188461,"16 Southbourne Road, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,Vacant land,0,0,0,2083.0,"$910,000 - 1,000,000",955000.0,-37.459522,144.69066,https://www.domain.com.au/16-southbourne-road-riddells-creek-vic-3431-2020188461,2026-03-09
2020200128,"112 Murray ROAD, GISBORNE VIC 3437",GISBORNE,3437,Vacant land,0,0,0,366645.0,CONTACT AGENT,,-37.49323,144.6514,https://www.domain.com.au/112-murray-road-gisborne-vic-3437-2020200128,2026-03-09
2020204197,"324 McGeorge Road, GISBORNE VIC 3437",GISBORNE,3437,Vacant land,0,0,0,1633.0,"$690,000 - $740,000",715000.0,-37.511,144.60957,https://www.domain.com.au/324-mcgeorge-road-gisborne-vic-3437-2020204197,2026-03-09
2020205719,"140 Palmer Road, SUNBURY VIC 3429",SUNBURY,3429,Acreage / Semi-Rural,5,3,18,18.62,"$2,350,000-$2,550,000",2450000.0,-37.49485,144.70352,https://www.domain.com.au/140-palmer-road-sunbury-vic-3429-2020205719,2026-03-09
2020274201,"46 Riverside Drive, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,Acreage / Semi-Rural,5,3,6,8.09,"$1,980,000 – $2,100,000",2040000.0,-37.445133,144.63565,https://www.domain.com.au/46-riverside-drive-riddells-creek-vic-3431-2020274201,2026-03-09
2020274568,"1-29/51 Coop Drive, GISBORNE VIC 3437",GISBORNE,3437,Vacant land,0,0,0,967.0,Contact Agent,,-37.50343,144.60037,https://www.domain.com.au/1-29-51-coop-drive-gisborne-vic-3437-2020274568,2026-03-09
2020281300,"69 Bolithos Road, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,Vacant land,4,2,2,1.03,"Price Range $880,000 -$940,000",910000.0,-37.459377,144.67526,https://www.domain.com.au/69-bolithos-road-riddells-creek-vic-3431-2020281300,2026-03-09
2020282765,"115 Sullivans Road, SUNBURY VIC 3429",SUNBURY,3429,House,3,2,6,16.19,"$1,580,000 - $1,650,000",1615000.0,-37.491886,144.72195,https://www.domain.com.au/115-sullivans-road-sunbury-vic-3429-2020282765,2026-03-09
2020332289,"670 Gap Road, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,Acreage / Semi-Rural,4,2,6,11.0,"$1,490,000 - $1,590,000",1540000.0,-37.417595,144.6439,https://www.domain.com.au/670-gap-road-riddells-creek-vic-3431-2020332289,2026-03-09
2020357148,"388 McGeorge Road, GISBORNE VIC 3437",GISBORNE,3437,House,4,2,4,799.0,"$1,050,000-$1,100,000",1075000.0,-37.50341,144.60962,https://www.domain.com.au/388-mcgeorge-road-gisborne-vic-3437-2020357148,2026-03-09
2020437943,"41 Stokes Lane W, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,House,5,4,10,16.23,"2,700,000 - $2,950,000",2825000.0,-37.467583,144.6961,https://www.domain.com.au/41-stokes-lane-w-riddells-creek-vic-3431-2020437943,2026-03-09
2020460124,"241 Sheedy Road, GISBORNE VIC 3437",GISBORNE,3437,House,5,2,4,2563.0,"$2,100,000 - $2,310,000",2205000.0,-37.49876,144.60764,https://www.domain.com.au/241-sheedy-road-gisborne-vic-3437-2020460124,2026-03-09
2020487071,"Lot 1 Mount Charlie Road, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,Vacant land,0,0,0,133546.0,"$380,000 - $400,000",390000.0,-37.44105,144.70346,https://www.domain.com.au/lot-1-mount-charlie-road-riddells-creek-vic-3431-2020487071,2026-03-09
2020537528,"244 Gap Road, RIDDELLS CREEK VIC 3431",RIDDELLS CREEK,3431,House,4,3,2,8038.0,"$1,700,000 - $1,850,000",1775000.0,-37.441395,144.66518,https://www.domain.com.au/244-gap-road-riddells-creek-vic-3431-2020537528,2026-03-09
2020562096,"85 Palmer Road, SUNBURY VIC 3429",SUNBURY,3429,House,6,4,10,68796.0,"$1,495,000 - $1,640,000",1567500.0,-37.497112,144.69594,https://www.domain.com.au/85-palmer-road-sunbury-vic-3429-2020562096,2026-03-09
2020611438,"17 Cotton Circuit, GISBORNE VIC 3437",GISBORNE,3437,House,5,3,4,0.0,"$2,150,000 - $2,350,000",2250000.0,-37.5031,144.61151,https://www.domain.com.au/17-cotton-circuit-gisborne-vic-3437-2020611438,2026-03-09
2019233165,"Lot 1027/51 Dalk Drive, GISBORNE VIC 3437",GISBORNE,3437,Vacant land,0,0,0,882.0,"$509,000 - $549,000",529000.0,-37.509552,144.61467,https://www.domain.com.au/lot-1027-51-dalk-drive-gisborne-vic-3437-2019233165,2026-03-09
2019611631,"103 Brooking Road, GISBORNE VIC 3437",GISBORNE,3437,Vacant land,0,0,0,1516.0,"ESR $700,000 - $730,000",715000.0,-37.510643,144.60493,https://www.domain.com.au/103-brooking-road-gisborne-vic-3437-2019611631,2026-03-09
2017059677,", SUNBURY VIC 3429",SUNBURY,3429,Acreage / Semi-Rural,1,1,1,6.08,Contact Agent,,-37.531235,144.75897,https://www.domain.com.au/sunbury-vic-3429-2017059677,2026-03-09
2018512237,"428 Bolinda Darraweit road, BOLINDA VIC 3432",BOLINDA,3432,Acreage / Semi-Rural,5,4,4,42.49,Please Contact Agent,,-37.435986,144.79518,https://www.domain.com.au/428-bolinda-darraweit-road-bolinda-vic-3432-2018512237,2026-03-09
2018649405,", BOLINDA VIC 3432",BOLINDA,3432,Vacant land,0,0,0,453247.0,Call before it's SOLD !!,,-37.439438,144.77417,https://www.domain.com.au/bolinda-vic-3432-2018649405,2026-03-09
2019227273,"381 Bolinda-Darraweit Rd, BOLINDA VIC 3432",BOLINDA,3432,House,4,2,5,534185.0,Contact Agent,,-37.434772,144.78998,https://www.domain.com.au/381-bolinda-darraweit-rd-bolinda-vic-3432-2019227273,2026-03-09
2019350972,"140 Outlook Crescent, CLARKEFIELD VIC 3430",CLARKEFIELD,3430,Acreage / Semi-Rural,10,5,0,61.11,CONTACT AGENT,,-37.5032,144.83846,https://www.domain.com.au/140-outlook-crescent-clarkefield-vic-3430-2019350972,2026-03-09
